rank,composite,venue,year,is_seed,cites_cluster,cited_by_seed,indegree,cited_by_count,lex,facets,title,authors,oa_url,key
128,13.87,ICAIL,2021,1,4,1,2,9,2,bounded-deontics,A dynamic model for balancing values,Juliano Maranhão; Edelcio Gonçalves de Souza; Giovanni Sartor,,conf/icail/MaranhaoSS21
129,13.81,ICAIL,2011,1,9,0,0,1,0,,Temporal accommodation of legal argumentation,Régis Riveret; Antonino Rotolo; Giuseppe Contissa; Giovanni Sartor; Wamberto Weber Vasconcelos,,conf/icail/RiveretRCSV11
130,13.74,JURIX,2020,1,6,1,1,4,0,,A Model for the Burden of Persuasion in Argumentation,Roberta Calegari; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200845,conf/jurix/CalegariS20
131,13.71,ICAIL,1997,0,8,1,5,49,0,,Some Arguments About Legal Arguments,L. Thorne McCarty,,conf/icail/McCarty97
132,13.71,ICAIL,2007,0,6,2,9,263,0,,Automatic detection of arguments in legal texts,Marie-Francine Moens; Erik Boiy; Raquel Mochales Palau; Chris Reed,,conf/icail/MoensBPR07
133,13.7,DEON,2010,0,9,1,2,10,1,defeasible-fm,Retroactive Legal Changes and Revision Theory in Defeasible Logic,Antonino Rotolo,,conf/deon/Rotolo10
134,13.58,ICAIL,1987,0,0,12,43,177,0,,A Case-Based System for Trade Secrets Law,Edwina L. Rissland; Kevin D. Ashley,https://dl.acm.org/doi/pdf/10.1145/41735.41743,conf/icail/RisslandA87
135,13.46,JURIX,2017,1,0,1,3,16,6,bounded-deontics|cnl|intro-executable,Normative Requirements as Linked Data,Fabien Gandon; Guido Governatori; Serena Villata,https://doi.org/10.3233/978-1-61499-838-9-1,conf/jurix/GandonGV17
136,13.34,JURIX,2021,1,4,0,2,8,3,determinacy|intro-executable,A Pragmatic Approach to Semantic Annotation for Search of Legal Texts - An Experiment on GDPR,Adeline Nazarenko; François Lévy; Adam Wyner,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210313,conf/jurix/NazarenkoLW21
137,13.29,ICAIL,1993,0,0,18,33,135,0,,Representing Teleological Structure in Case-based Legal Reasoning: The Missing Link,Donald H. Berman; Carole D. Hafner,https://dl.acm.org/doi/pdf/10.1145/158976.158982,conf/icail/BermanH93
138,13.22,ICAIL,2023,1,4,0,2,5,3,bounded-deontics|defeasible-fm,Argumentation Schemes for Legal Presumption of Causality,Ruta Liepina; Adam Z. Wyner; Giovanni Sartor; Francesca Lagioia,https://dl.acm.org/doi/pdf/10.1145/3594536.3595130?download=true,conf/icail/LiepinaWSL23
139,13.17,ICAIL,1997,1,3,2,4,70,0,,Ontologies in Legal Information Systems: The Need for Explicit Specifications of Domain Conceptualisations,Trevor J. M. Bench-Capon; Pepijn R. S. Visser,,conf/icail/Bench-CaponV97
140,13.14,ICAIL,1993,0,6,2,8,51,0,,"A Design for Reasoning with Policies, Precedents, and Rationales",Ronald Prescott Loui; Jeff Norman; Jon Olson; Andrew Merrill,https://dl.acm.org/doi/pdf/10.1145/158976.159002,conf/icail/LouiNOM93
141,13.08,ICAIL,1993,1,4,1,5,87,0,,A Logical Framework for Modelling Legal Argument,Henry Prakken,https://dl.acm.org/doi/pdf/10.1145/158976.158977,conf/icail/Prakken93
142,13.04,ICAIL,2021,0,8,1,3,15,0,,Discovering the rationale of decisions: towards a method for aligning learning and reasoning,Cor Steging; Silja Renooij; Bart Verheij,https://dl.acm.org/doi/pdf/10.1145/3462757.3466059,conf/icail/StegingRV21
143,13.04,JURIX,2020,1,3,0,1,18,4,bounded-deontics|defeasible-fm,Traffic Rules Encoding Using Defeasible Deontic Logic,Hanif Bhuiyan; Guido Governatori; Andy Bond; Sébastien Demmel; Mohammad Badiul Islam; Andry Rakotonirainy,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200844,conf/jurix/BhuiyanGBDIR20
144,12.98,JURIX,2012,1,7,0,0,6,0,,A Model-Based Critique Tool for Policy Deliberation,Adam Z. Wyner; Maya Wardeh; Trevor J. M. Bench-Capon; Katie Atkinson,,conf/jurix/WynerWBA12
145,12.96,JURIX,2017,1,5,1,2,6,0,,Noise Induced Hearing Loss: An Application of the Angelic Methodology,Latifa Al-Abdulkarim; Katie Atkinson; Trevor J. M. Bench-Capon; Stuart Whittle; Rob Williams; Catriona Wolfenden,,conf/jurix/Al-AbdulkarimAB17
146,12.95,ICAIL,2013,1,5,1,1,19,0,,Introducing the Carneades web application,Thomas F. Gordon,http://publica.fraunhofer.de/documents/N-259400.html,conf/icail/Gordon13
147,12.89,ICAIL,1987,1,0,3,5,23,2,defeasible-fm,Oblog-2: A Hybrid Knowledge Representation System for Defeasible Reasoning,Thomas F. Gordon,,conf/icail/Gordon87
148,12.82,JURIX,2008,1,7,0,0,3,0,,Argument Based Moderation of Benefit Assessment,Maya Wardeh; Trevor J. M. Bench-Capon; Frans Coenen,,conf/jurix/WardehBC08
149,12.8,ICAIL,2005,1,6,0,2,10,0,,AGATHA: Automated Construction of Case Law Theories Through Heuristic Search,Alison Chorley; Trevor J. M. Bench-Capon,,conf/icail/ChorleyB05
150,12.78,ICAIL,2009,1,4,0,3,17,2,bounded-deontics,Coherence-driven argumentation to norm consensus,Sindhu Joseph; Henry Prakken,https://pure.rug.nl/ws/files/14457733/icail09.pdf,conf/icail/JosephP09
151,12.75,ICAIL,1995,1,4,1,4,47,0,,"On the Relation Between Legal Language and Legal Argument: Assumptions, Applicability and Dynamic Priorities",Henry Prakken; Giovanni Sartor,https://dl.acm.org/doi/pdf/10.1145/222092.222096,conf/icail/PrakkenS95
152,12.73,DEON,2012,1,7,0,0,2,0,,Norms and Learning in Probabilistic Logic-Based Agents,Régis Riveret; Antonino Rotolo; Giovanni Sartor,,conf/deon/RiveretRS12
153,12.67,ICAIL,1997,1,6,0,1,20,0,,Reasoning with Precedents in a Dialogue Game,Henry Prakken; Giovanni Sartor,https://dl.acm.org/doi/pdf/10.1145/261618.261621,conf/icail/PrakkenS97
154,12.6,ICAIL,2025,0,9,0,0,0,3,defeasible-fm,Modelling Cause-in-Fact in Legal Cases through Defeasible Argumentation,Giuseppe Pisano; Henry Prakken; Giovanni Sartor; Ruta Liepina,https://doi.org/10.1145/3769126.3769228,conf/icail/PisanoPSL25
155,12.54,ICAIL,1989,0,0,9,18,51,0,,Dimension-Based Analysis of Hypotheticals from Supreme Court Oral Argument,Edwina L. Rissland,,conf/icail/Rissland89
156,12.52,ICAIL,1995,0,0,1,8,66,11,bounded-deontics|determinacy,Obligations Directed from Bearers to Counterparts,Henning Herrestad; Christen Krogh,https://dl.acm.org/doi/pdf/10.1145/222092.222243,conf/icail/HerrestadK95
157,12.45,JURIX,2008,1,6,0,1,9,0,,More on Presumptions and Burdens of Proof,Henry Prakken; Giovanni Sartor,https://cadmus.eui.eu/bitstream/1814/9850/1/LAW_2008_30.pdf,conf/jurix/PrakkenS08
158,12.4,ICAIL,2001,0,5,3,3,13,0,,Burden of proof in dialogue games and Dutch civil procedure,Ronald Leenes,https://ris.utwente.nl/ws/files/5474635/p109-leenes.pdf,conf/icail/Leenes01
159,12.4,ICAIL,2025,1,7,0,0,0,0,,Tipping the Scales: Balancing Principles,Michal Araszkiewicz; Tomasz Zurek; Adam Z. Wyner; Tom M. van Engers,https://doi.org/10.1145/3769126.3769208,conf/icail/AraszkiewiczZWE25
160,12.32,JURIX,2008,0,5,2,9,135,0,,About the logical relations between cases and rules,Bart Verheij,,conf/jurix/Verheij08
161,12.19,JURIX,2008,0,3,4,7,21,0,,A Process Model of Legal Argument with Hypotheticals,Kevin D. Ashley; Collin F. Lynch; Niels Pinkwart; Vincent Aleven,,conf/jurix/AshleyLPA08
162,12.08,JURIX,2014,0,6,2,3,12,0,,Extracting Legal Arguments from Forensic Bayesian Networks,Sjoerd T. Timmer; John-Jules Ch. Meyer; Henry Prakken; Silja Renooij; Bart Verheij,,conf/jurix/TimmerMPRV14
163,12.0,ICAIL,2025,1,5,0,0,0,2,determinacy|intro-executable,"You Take the High Road, and I&apos;ll Take the Low Road: Large Language Models Logical English and the Highway Code",Thiago Raulino Dal Pont; Galileo Sartor; Adam Z. Wyner; Giovanni Sartor,https://doi.org/10.1145/3769126.3769254,conf/icail/PontSWS25
164,11.99,JURIX,2013,1,4,1,2,14,0,,A Case Study on Legal Case Annotation,Adam Z. Wyner; Wim Peters; Daniel Katz,,conf/jurix/WynerPK13
165,11.97,JURIX,2023,1,5,0,1,3,1,determinacy,Hierarchical a Fortiori Reasoning with Dimensions,Wijnand van Woerkom; Davide Grossi; Henry Prakken; Bart Verheij,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230944,conf/jurix/WoerkomGPV23
166,11.81,JURIX,2008,1,4,1,1,23,0,,An Algorithm for Business Process Compliance,Guido Governatori; Antonino Rotolo,,conf/jurix/GovernatoriR08
167,11.78,ICAIL,2017,0,3,0,1,7,7,determinacy,Compliance patterns: harnessing value modeling and legal interpretation to manage regulatory conversations,Robert Muthuri; Guido Boella; Joris Hulstijn; Sara Capecchi; Llio Humphreys,http://hdl.handle.net/2318/1650088,conf/icail/MuthuriBHCH17
168,11.74,ICAIL,1995,1,2,2,4,32,0,,PLAID: Proactive Legal Assistance,Trevor J. M. Bench-Capon; Geof Staniford,,conf/icail/Bench-CaponS95
169,11.72,ICAIL,2013,1,4,1,1,17,0,,Argumentation based tools for policy-making,Maya Wardeh; Adam Z. Wyner; Katie Atkinson; Trevor J. M. Bench-Capon,http://cgi.csc.liv.ac.uk/~tbc/publications/WardehW-A-BCICAILDemo2013Final.pdf,conf/icail/WardehWAB13
170,11.7,ICAIL,2023,1,2,2,6,11,0,,Model- and data-agnostic justifications with A Fortiori Case-Based Argumentation,Joeri G. T. Peters; Floris J. Bex; Henry Prakken,https://research.tilburguniversity.edu/en/publications/043d1fb0-4d5e-4fe9-9d56-0a540d40558c,conf/icail/PetersBP23
171,11.62,ICAIL,2003,1,4,1,1,12,0,,Developing Legal Knowledge Based Systems Through Theory Construction,Alison Chorley; Trevor J. M. Bench-Capon,,conf/icail/ChorleyB03
172,11.6,JURIX,2022,0,13,0,0,0,2,determinacy,A Hybrid Model of Argument Concerning Preferences Between Statutory Interpretation Canons,Michal Araszkiewicz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220443,conf/jurix/Araszkiewicz22
173,11.57,JURIX,2023,0,3,0,1,3,7,bounded-deontics|determinacy|intro-executable,Deontics and Time in Contracts: An Executable Semantics for the L4 DSL,Seng Joe Watt; Oliver R. Goodenough; Meng Weng Wong,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230954,conf/jurix/WattGW23
174,11.55,ICAIL,1989,1,2,0,10,60,2,bounded-deontics,"Deep Models, Normative Reasoning and Legal Expert Systems",Trevor J. M. Bench-Capon,,conf/icail/Bench-Capon89
175,11.54,JURIX,2016,1,0,1,1,4,5,cnl|intro-executable,Towards a Methodology for Formalizing Legal Texts in LegalRuleML,Adeline Nazarenko; François Lévy; Adam Z. Wyner,,conf/jurix/NazarenkoLW16
176,11.51,ICAIL,2005,1,4,1,1,8,0,,Application of Argument Based Machine Learning to Law,Martin Mozina; Jure Zabkar; Trevor J. M. Bench-Capon; Ivan Bratko,,conf/icail/MozinaZBB05
177,11.47,JURIX,2021,1,0,1,1,3,5,bounded-deontics,A Kelsenian Deontic Logic,Agata Ciabattoni; Xavier Parent; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210330,conf/jurix/CiabattoniPS21
178,11.42,ICAIL,2017,0,1,0,3,39,15,bounded-deontics|determinacy,"Classifying sentential modality in legal language: a use case in financial regulations, acts and directives",James O&apos;Neill; Paul Buitelaar; Cécile Robin; Leona O&apos;Brien,,conf/icail/ONeillBRO17
179,11.28,JURIX,2019,1,4,0,0,4,2,bounded-deontics,Legal Compliance in a Linked Open Data Framework,Enrico Francesconi; Guido Governatori,https://doi.org/10.3233/faia190321,conf/jurix/FrancesconiG19
180,11.27,JURIX,2019,1,4,1,1,3,0,,Realising ANGELIC Designs Using Logiak,Katie Atkinson; Trevor J. M. Bench-Capon; Tom Routen; Alejandro Sánchez; Stuart Whittle; Rob Williams; Catriona Wolfenden,https://doi.org/10.3233/faia190317,conf/jurix/AtkinsonBRSWWW19
181,11.26,JURIX,2017,1,3,0,0,8,3,cnl,On Annotation of the Textual Contents of Scottish Legal Instruments,Adam Z. Wyner; Fraser Gough; François Lévy; Matt Lynch; Adeline Nazarenko,https://doi.org/10.3233/978-1-61499-838-9-101,conf/jurix/WynerGLLN17
182,11.18,JURIX,2019,1,4,1,1,2,0,,Legislative Dialogues with Incomplete Information,Guido Governatori; Antonino Rotolo,https://doi.org/10.3233/faia190310,conf/jurix/GovernatoriR19
183,11.17,JURIX,2018,0,2,0,0,12,16,bounded-deontics|intro-executable,On Observing Contracts: Deontic Contracts Meet Smart Contracts,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,https://doi.org/10.3233/978-1-61499-935-5-21,conf/jurix/AzzopardiPS18
184,11.14,ICAIL,2009,1,5,0,1,6,0,,Why lawyers are nice (or nasty): a game-theoretical argumentation exercise,Giovanni Sartor; Michel Rudnianski; Antonino Rotolo; Régis Riveret; Eunate Mayor,,conf/icail/SartorRRRM09
185,11.05,ICAIL,2005,0,0,2,23,151,4,bounded-deontics,Automatic semantics extraction in law documents,Carlo Biagioli; Enrico Francesconi; Andrea Passerini; Simonetta Montemagni; Claudia Soria,,conf/icail/BiagioliFPMS05
186,11.04,DEON,2006,1,2,1,1,6,2,bounded-deontics,"Sequences, Obligations, and the Contrary-to-Duty Paradox",Adam Zachary Wyner,,conf/deon/Wyner06
187,11.02,ICAIL,1991,1,1,2,8,33,0,,A Tool in Modelling Disagreement in Law: Preferring the Most Specific Argument,Henry Prakken,https://dl.acm.org/doi/pdf/10.1145/112646.112666,conf/icail/Prakken91
188,11.01,ICAIL,2025,0,4,0,0,1,6,bounded-deontics|defeasible-fm|cnl,Legal Explanation in Defeasible Deontic Logic via LegalRuleML,Guido Governatori; Monica Palmirani,https://doi.org/10.1145/3769126.3769257,conf/icail/GovernatoriP25
189,10.92,JURIX,2021,0,8,0,1,12,0,,Rationale Discovery and Explainable AI,Cor Steging; Silja Renooij; Bart Verheij,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210341,conf/jurix/StegingRV21
190,10.84,ICAIL,2019,1,1,1,1,6,3,bounded-deontics|determinacy,Value assessment and revision in legal interpretation,Juliano Maranhão; Giovanni Sartor,,conf/icail/MaranhaoS19
191,10.69,JURIX,2022,0,5,2,3,6,0,,Precedential Constraint Derived from Inconsistent Case Bases,Ilaria Canavotto,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220445,conf/jurix/Canavotto22
192,10.66,ICAIL,1995,0,3,3,4,69,0,,Burden of Proof in Legal Argumentation,Arthur M. Farley; Kathleen Freeman,,conf/icail/FarleyF95
193,10.62,JURIX,2010,0,6,1,3,14,0,,Balancing of Legal Principles and Constraint Satisfaction,Michal Araszkiewicz,,conf/jurix/Araszkiewicz10
194,10.54,JURIX,2014,1,0,0,0,5,6,defeasible-fm|determinacy,Interpretative Argumentation Schemes,Douglas Walton; Fabrizio Macagno; Giovanni Sartor,,conf/jurix/WaltonMS14
195,10.48,ICAIL,2015,0,11,0,1,2,0,,Modelling dialogues in court using a gradual argumentation model: a case study,Bin Wei; Jinhua Huang,,conf/icail/WeiH15
196,10.48,JURIX,2023,1,5,0,0,4,0,,Automating Business Process Compliance for the EU AI Act,Claudio Novelli; Guido Governatori; Antonino Rotolo,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230955,conf/jurix/NovelliGR23
197,10.48,JURIX,2023,1,5,0,0,4,0,,On Legal Teleological Reasoning,Adam Z. Wyner; Tomasz Zurek,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230948,conf/jurix/WynerZ23
198,10.43,ICAIL,2021,1,1,2,4,22,0,,On the relevance of algorithmic decision predictors for judicial decision making,Floris Bex; Henry Prakken,https://research.rug.nl/en/publications/6e64c461-bc6c-486b-b9ed-f91dd1c037c2,conf/icail/BexP21
199,10.42,JURIX,2014,1,5,0,0,3,0,,Argument-Based Policy Consultation Through Crowd Sourcing,Joe Crawford; Katie Atkinson; Trevor J. M. Bench-Capon,,conf/jurix/CrawfordAB14
200,10.41,JURIX,2019,1,3,0,8,32,0,,Identification of Rhetorical Roles of Sentences in Indian Legal Judgments,Paheli Bhattacharya; Shounak Paul; Kripabandhu Ghosh; Saptarshi Ghosh; Adam Wyner,https://doi.org/10.3233/faia190301,conf/jurix/BhattacharyaPG019
201,10.38,ICAIL,1995,0,1,4,10,66,0,,An Implementation of Eisner v. Macomber,L. Thorne McCarty,,conf/icail/McCarty95
202,10.38,JURIX,2008,1,4,0,0,6,1,defeasible-fm,Did He Jump or Was He Pushed? Abductive Practical Reasoning,Floris Bex; Trevor J. M. Bench-Capon; Katie Atkinson,,conf/jurix/BexBA08
203,10.36,DEON,2004,1,0,2,2,4,2,bounded-deontics,Maintaining Obligations on Stative Expressions in a Deontic Action Logic,Adam Zachary Wyner,,conf/deon/Wyner04
204,10.34,ICAIL,2007,1,4,0,0,5,1,bounded-deontics,An implementation of norm-based agent negotiation,Pieter Dijkstra; Henry Prakken; Kees de Vey Mestdagh,https://research.rug.nl/en/publications/fe3cf791-1488-41d2-97da-f53d766a1089,conf/icail/DijkstraPM07
205,10.32,ICAIL,2001,1,2,1,1,17,1,determinacy,Dynamic arguments in a case law domain,John Henderson; Trevor J. M. Bench-Capon,http://cgi.csc.liv.ac.uk/~tbc/-henderson.pdf,conf/icail/HendersonB01
206,10.32,ICAIL,2013,1,2,1,4,43,0,,Modeling crime scenarios in a Bayesian network,Charlotte S. Vlek; Henry Prakken; Silja Renooij; Bart Verheij,https://pure.rug.nl/ws/files/20100906/DEF_Vlek_ModelingCrimeScenariosinaBN.pdf,conf/icail/VlekPRV13
207,10.29,ICAIL,2011,0,8,0,0,9,0,,Legal shifts in the process of proof,Floris Bex; Bart Verheij,http://www.florisbex.com/papers/icail11.pdf,conf/icail/BexV11
208,10.28,JURIX,2011,1,3,1,1,7,0,,Populating an Online Consultation Tool,Sarah Pulfrey-Taylor; Emily Henthorn; Katie Atkinson; Adam Z. Wyner; Trevor J. M. Bench-Capon,,conf/jurix/Pulfrey-TaylorHAWB11
209,10.22,ICAIL,2009,0,16,0,0,7,0,,Modular argumentation for modelling legal doctrines of performance relief,Phan Minh Dung; Phan Minh Thang; Nguyen Duy Hung,,conf/icail/DungTH09
210,10.21,ICAIL,2011,0,5,0,0,1,4,defeasible-fm|intro-executable,Towards a dynamic metalogic implementation of legal argumentation,Jenny Eriksson Lundström; Giacomo Aceto; Andreas Hamfelt,,conf/icail/LundstromAH11
211,10.13,ICAIL,2023,0,4,0,0,2,5,bounded-deontics|determinacy,Identification of Legislative Errors,Michal Araszkiewicz; Enrico Francesconi; Tomasz Zurek,https://ruj.uj.edu.pl/xmlui/handle/item/324349,conf/icail/AraszkiewiczFZ23
212,10.0,DEON,2010,0,6,1,1,11,0,,Value-Based Argumentation for Justifying Compliance,Brigitte Burgemeestre; Joris Hulstijn; Yao-Hua Tan,,conf/deon/BurgemeestreHT10
213,10.0,ICAIL,1995,1,2,1,2,58,0,,From Logic to Dialectics in Legal Argument,Henry Prakken,https://dl.acm.org/doi/pdf/10.1145/222092.222230,conf/icail/Prakken95
214,9.97,ICAIL,2017,0,5,0,1,3,3,defeasible-fm,Performance improvement on legal model checking,Carlos Faciano; Sergio Mera; Fernando Schapachnik; Ana Haydée Di Iorio; Bibiana Luz Clara; Verónica Uriarte; María Fernanda Giaccaglia; María Belén Ruffa; Cristian Marcos,,conf/icail/FacianoMSICUGRM17
215,9.95,DEON,1996,1,3,0,1,13,1,bounded-deontics,Towards a Computational Treatment of Deontic Defeasibility,Alberto Artosi; Guido Governatori; Giovanni Sartor,https://espace.library.uq.edu.au/view/UQ:9610/DEON96.pdf,conf/deon/ArtosiGS96
216,9.94,ICAIL,2021,1,2,1,1,4,1,intro-executable,Practical tools from formal models: the ECHR as a case study,Katie Atkinson; Joe Collenette; Trevor J. M. Bench-Capon; Kanstantsin Dzehtsiarou,,conf/icail/AtkinsonCBD21
217,9.93,ICAIL,2005,0,8,0,0,2,0,,Additive Consolidation for Dialogue Game,Yoshitaka Suzuki; Satoshi Tojo,,conf/icail/SuzukiT05
218,9.93,ICAIL,2011,0,8,0,0,2,0,,Modeling authority commitments in two search and seizure cases,Matthew Carey,,conf/icail/Carey11
219,9.93,ICAIL,2013,0,10,0,0,2,0,,Using event progression to enhance purposive argumentation in the value judgment formalism,Matthias Grabmair; Kevin D. Ashley,,conf/icail/GrabmairA13
220,9.9,ICAIL,1993,0,5,0,3,13,2,determinacy,Legal Interpretation in Expert Systems,Daniel Poulin; Paul Bratley; Jacques Frémont; Ejan Mackaay,https://dl.acm.org/doi/pdf/10.1145/158976.158988,conf/icail/PoulinBFM93
221,9.88,ICAIL,1997,1,3,0,4,26,0,,A Method for the Development of Legal Knowledge Systems,Pepijn R. S. Visser; Robert W. van Kralingen; Trevor J. M. Bench-Capon,https://dl.acm.org/doi/pdf/10.1145/261618.261648,conf/icail/VisserKB97
222,9.81,JURIX,2009,0,4,0,3,19,3,determinacy|intro-executable,Translating the Japanese Presupposed Ultimate Fact Theory into Logic Programming,Ken Satoh; Masahiro Kubota; Yoshiaki Nishigai; Chiaki Takano,,conf/jurix/SatohKNT09
223,9.74,ICAIL,2015,1,1,1,1,4,2,determinacy,Demonstration of a structure-guided approach to capturing bayesian reasoning about legal evidence in argumentation,Sjoerd T. Timmer; John-Jules Ch. Meyer; Henry Prakken; Silja Renooij; Bart Verheij,,conf/icail/TimmerMPRV15a
224,9.73,ICAIL,1989,0,2,3,9,26,0,,Hierarchically Organised Formalisations,Tom Routen,,conf/icail/Routen89
225,9.68,ICAIL,2021,0,6,0,0,4,2,determinacy,On semantics-based minimal revision for legal reasoning,Wachara Fungwacharakorn; Kanae Tsushima; Ken Satoh,,conf/icail/Fungwacharakorn21
226,9.65,ICAIL,2013,0,4,2,3,11,0,,Factor-based parent plan support system,Michal Araszkiewicz; Agata Lopatkiewicz; Adam Zienkiewicz,http://ruj.uj.edu.pl/xmlui/handle/item/12550,conf/icail/AraszkiewiczLZ13
